Date,Daily Revenue,Smoothed Revenue
2019-01-01,0.05,
2019-01-02,0.05,
2019-01-03,0.05,
2019-01-04,0.05,
2019-01-05,0.05,
2019-01-06,0.05,
2019-01-07,0.05,
2019-01-08,0.05,
2019-01-09,0.05,
2019-01-10,0.05,
2019-01-11,0.05,
2019-01-12,0.05,
2019-01-13,0.05,
2019-01-14,0.05,
2019-01-15,0.05,
2019-01-16,0.05,
2019-01-17,0.05,
2019-01-18,0.05,
2019-01-19,0.05,
2019-01-20,0.05,
2019-01-21,0.05,
2019-01-22,0.05,
2019-01-23,0.05,
2019-01-24,0.05,
2019-01-25,0.05,
2019-01-26,0.05,
2019-01-27,0.05,
2019-01-28,0.05,
2019-01-29,0.05,
2019-01-30,0.05,0.05
2019-01-31,0.05,0.05
2019-02-01,0.05,0.05
2019-02-02,0.05,0.05
2019-02-03,0.05,0.05
2019-02-04,0.05,0.05
2019-02-05,0.05,0.05
2019-02-06,0.05,0.05
2019-02-07,0.05,0.05
2019-02-08,0.05,0.05
2019-02-09,0.05,0.05
2019-02-10,0.05,0.05
2019-02-11,0.05,0.05
2019-02-12,0.05,0.05
2019-02-13,0.05,0.05
2019-02-14,0.05,0.05
2019-02-15,0.05,0.05
2019-02-16,0.05,0.05
2019-02-17,0.05,0.05
2019-02-18,0.05,0.05
2019-02-19,0.05,0.05
2019-02-20,0.05,0.05
2019-02-21,0.05,0.05
2019-02-22,0.05,0.05
2019-02-23,0.05,0.05
2019-02-24,0.05,0.05
2019-02-25,0.05,0.05
2019-02-26,0.05,0.05
2019-02-27,0.05,0.05
2019-02-28,0.05,0.05
2019-03-01,0.05,0.05
2019-03-02,0.05,0.05
2019-03-03,0.05,0.05
2019-03-04,0.05,0.05
2019-03-05,0.05,0.05
2019-03-06,0.05,0.05
2019-03-07,0.05,0.05
2019-03-08,0.05,0.05
2019-03-09,0.05,0.05
2019-03-10,0.05,0.05
2019-03-11,0.05,0.05
2019-03-12,0.05,0.05
2019-03-13,0.05,0.05
2019-03-14,0.05,0.05
2019-03-15,0.05,0.05
2019-03-16,0.05,0.05
2019-03-17,0.05,0.05
2019-03-18,0.05,0.05
2019-03-19,0.05,0.05
2019-03-20,0.05,0.05
2019-03-21,0.05,0.05
2019-03-22,0.05,0.05
2019-03-23,0.05,0.05
2019-03-24,0.05,0.05
2019-03-25,0.05,0.05
2019-03-26,0.05,0.05
2019-03-27,0.05,0.05
2019-03-28,0.05,0.05
2019-03-29,0.05,0.05
2019-03-30,0.05,0.05
2019-03-31,0.05,0.05
2019-04-01,0.07,0.050666666666666665
2019-04-02,0.07,0.05133333333333334
2019-04-03,0.07,0.052000000000000005
2019-04-04,0.07,0.05266666666666667
2019-04-05,0.07,0.05333333333333334
2019-04-06,0.07,0.054000000000000006
2019-04-07,0.07,0.05466666666666667
2019-04-08,0.07,0.05533333333333334
2019-04-09,0.07,0.05600000000000001
2019-04-10,0.07,0.05666666666666667
2019-04-11,0.07,0.05733333333333333
2019-04-12,0.07,0.058
2019-04-13,0.07,0.05866666666666667
2019-04-14,0.07,0.05933333333333334
2019-04-15,0.07,0.060000000000000005
2019-04-16,0.07,0.06066666666666667
2019-04-17,0.07,0.06133333333333334
2019-04-18,0.07,0.06200000000000001
2019-04-19,0.07,0.06266666666666668
2019-04-20,0.07,0.06333333333333334
2019-04-21,0.07,0.064
2019-04-22,0.07,0.06466666666666668
2019-04-23,0.07,0.06533333333333334
2019-04-24,0.07,0.066
2019-04-25,0.07,0.06666666666666667
2019-04-26,0.07,0.06733333333333333
2019-04-27,0.07,0.068
2019-04-28,0.07,0.06866666666666668
2019-04-29,0.07,0.06933333333333333
2019-04-30,0.07,0.07
2019-05-01,0.07,0.07
2019-05-02,0.07,0.07
2019-05-03,0.07,0.07
2019-05-04,0.07,0.07
2019-05-05,0.07,0.07
2019-05-06,0.07,0.07
2019-05-07,0.07,0.07
2019-05-08,0.07,0.07
2019-05-09,0.07,0.07
2019-05-10,0.07,0.07
2019-05-11,0.07,0.07
2019-05-12,0.07,0.07
2019-05-13,0.07,0.07
2019-05-14,0.07,0.07
2019-05-15,0.07,0.07
2019-05-16,0.07,0.07
2019-05-17,0.07,0.07
2019-05-18,0.07,0.07
2019-05-19,0.07,0.07
2019-05-20,0.07,0.07
2019-05-21,0.07,0.07
2019-05-22,0.07,0.07
2019-05-23,0.07,0.07
2019-05-24,0.07,0.07
2019-05-25,0.07,0.07
2019-05-26,0.07,0.07
2019-05-27,0.07,0.07
2019-05-28,0.07,0.07
2019-05-29,0.07,0.07
2019-05-30,0.07,0.07
2019-05-31,0.07,0.07
2019-06-01,0.07,0.07
2019-06-02,0.07,0.07
2019-06-03,0.07,0.07
2019-06-04,0.07,0.07
2019-06-05,0.07,0.07
2019-06-06,0.07,0.07
2019-06-07,0.07,0.07
2019-06-08,0.07,0.07
2019-06-09,0.07,0.07
2019-06-10,0.07,0.07
2019-06-11,0.07,0.07
2019-06-12,0.07,0.07
2019-06-13,0.07,0.07
2019-06-14,0.07,0.07
2019-06-15,0.07,0.07
2019-06-16,0.07,0.07
2019-06-17,0.07,0.07
2019-06-18,0.07,0.07
2019-06-19,0.07,0.07
2019-06-20,0.07,0.07
2019-06-21,0.07,0.07
2019-06-22,0.07,0.07
2019-06-23,0.07,0.07
2019-06-24,0.07,0.07
2019-06-25,0.07,0.07
2019-06-26,0.07,0.07
2019-06-27,0.07,0.07
2019-06-28,0.07,0.07
2019-06-29,0.07,0.07
2019-06-30,0.07,0.07
2019-07-01,0.07,0.07
2019-07-02,0.07,0.07
2019-07-03,0.07,0.07
2019-07-04,0.07,0.07
2019-07-05,0.07,0.07
2019-07-06,0.07,0.07
2019-07-07,0.07,0.07
2019-07-08,0.07,0.07
2019-07-09,0.07,0.07
2019-07-10,0.07,0.07
2019-07-11,0.07,0.07
2019-07-12,0.07,0.07
2019-07-13,0.07,0.07
2019-07-14,0.07,0.07
2019-07-15,0.07,0.07
2019-07-16,0.07,0.07
2019-07-17,0.07,0.07
2019-07-18,0.07,0.07
2019-07-19,0.07,0.07
2019-07-20,0.07,0.07
2019-07-21,0.07,0.07
2019-07-22,0.07,0.07
2019-07-23,0.07,0.07
2019-07-24,0.07,0.07
2019-07-25,0.07,0.07
2019-07-26,0.07,0.07
2019-07-27,0.07,0.07
2019-07-28,0.07,0.07
2019-07-29,0.07,0.07
2019-07-30,0.07,0.07
2019-07-31,0.07,0.07
2019-08-01,0.07,0.07
2019-08-02,0.07,0.07
2019-08-03,0.07,0.07
2019-08-04,0.07,0.07
2019-08-05,0.07,0.07
2019-08-06,0.07,0.07
2019-08-07,0.07,0.07
2019-08-08,0.07,0.07
2019-08-09,0.07,0.07
2019-08-10,0.07,0.07
2019-08-11,0.07,0.07
2019-08-12,0.07,0.07
2019-08-13,0.07,0.07
2019-08-14,0.07,0.07
2019-08-15,0.07,0.07
2019-08-16,0.07,0.07
2019-08-17,0.07,0.07
2019-08-18,0.07,0.07
2019-08-19,0.07,0.07
2019-08-20,0.07,0.07
2019-08-21,0.07,0.07
2019-08-22,0.07,0.07
2019-08-23,0.07,0.07
2019-08-24,0.07,0.07
2019-08-25,0.07,0.07
2019-08-26,0.07,0.07
2019-08-27,0.07,0.07
2019-08-28,0.07,0.07
2019-08-29,0.07,0.07
2019-08-30,0.07,0.07
2019-08-31,0.07,0.07
2019-09-01,0.07,0.07
2019-09-02,0.07,0.07
2019-09-03,0.07,0.07
2019-09-04,0.07,0.07
2019-09-05,0.07,0.07
2019-09-06,0.07,0.07
2019-09-07,0.07,0.07
2019-09-08,0.07,0.07
2019-09-09,0.07,0.07
2019-09-10,0.07,0.07
2019-09-11,0.07,0.07
2019-09-12,0.07,0.07
2019-09-13,0.07,0.07
2019-09-14,0.07,0.07
2019-09-15,0.07,0.07
2019-09-16,0.07,0.07
2019-09-17,0.07,0.07
2019-09-18,0.07,0.07
2019-09-19,0.07,0.07
2019-09-20,0.07,0.07
2019-09-21,0.07,0.07
2019-09-22,0.07,0.07
2019-09-23,0.07,0.07
2019-09-24,0.07,0.07
2019-09-25,0.07,0.07
2019-09-26,0.07,0.07
2019-09-27,0.07,0.07
2019-09-28,0.07,0.07
2019-09-29,0.07,0.07
2019-09-30,0.07,0.07
2019-10-01,0.08,0.07033333333333334
2019-10-02,0.08,0.07066666666666667
2019-10-03,0.08,0.071
2019-10-04,0.08,0.07133333333333333
2019-10-05,0.08,0.07166666666666668
2019-10-06,0.08,0.07200000000000001
2019-10-07,0.08,0.07233333333333335
2019-10-08,0.08,0.07266666666666667
2019-10-09,0.08,0.073
2019-10-10,0.08,0.07333333333333333
2019-10-11,0.08,0.07366666666666667
2019-10-12,0.08,0.07400000000000001
2019-10-13,0.08,0.07433333333333335
2019-10-14,0.08,0.07466666666666667
2019-10-15,0.08,0.075
2019-10-16,0.08,0.07533333333333334
2019-10-17,0.08,0.07566666666666667
2019-10-18,0.08,0.07600000000000001
2019-10-19,0.08,0.07633333333333334
2019-10-20,0.08,0.07666666666666667
2019-10-21,0.08,0.077
2019-10-22,0.08,0.07733333333333332
2019-10-23,0.08,0.07766666666666668
2019-10-24,0.08,0.07800000000000001
2019-10-25,0.08,0.07833333333333334
2019-10-26,0.08,0.07866666666666668
2019-10-27,0.08,0.07899999999999999
2019-10-28,0.08,0.07933333333333333
2019-10-29,0.08,0.07966666666666668
2019-10-30,0.08,0.08
2019-10-31,0.08,0.08
2019-11-01,0.08,0.08
2019-11-02,0.08,0.08
2019-11-03,0.08,0.08
2019-11-04,0.08,0.08
2019-11-05,0.08,0.08
2019-11-06,0.08,0.08
2019-11-07,0.08,0.08
2019-11-08,0.08,0.08
2019-11-09,0.08,0.08
2019-11-10,0.08,0.08
2019-11-11,0.08,0.08
2019-11-12,0.08,0.08
2019-11-13,0.08,0.08
2019-11-14,0.08,0.08
2019-11-15,0.08,0.08
2019-11-16,0.08,0.08
2019-11-17,0.08,0.08
2019-11-18,0.08,0.08
2019-11-19,0.08,0.08
2019-11-20,0.08,0.08
2019-11-21,0.08,0.08
2019-11-22,0.08,0.08
2019-11-23,0.08,0.08
2019-11-24,0.08,0.08
2019-11-25,0.08,0.08
2019-11-26,0.08,0.08
2019-11-27,0.08,0.08
2019-11-28,0.08,0.08
2019-11-29,0.08,0.08
2019-11-30,0.08,0.08
2019-12-01,0.08,0.08
2019-12-02,0.08,0.08
2019-12-03,0.08,0.08
2019-12-04,0.08,0.08
2019-12-05,0.08,0.08
2019-12-06,0.08,0.08
2019-12-07,0.08,0.08
2019-12-08,0.08,0.08
2019-12-09,0.08,0.08
2019-12-10,0.08,0.08
2019-12-11,0.08,0.08
2019-12-12,0.08,0.08
2019-12-13,0.08,0.08
2019-12-14,0.08,0.08
2019-12-15,0.08,0.08
2019-12-16,0.08,0.08
2019-12-17,0.08,0.08
2019-12-18,0.08,0.08
2019-12-19,0.08,0.08
2019-12-20,0.08,0.08
2019-12-21,0.08,0.08
2019-12-22,0.08,0.08
2019-12-23,0.08,0.08
2019-12-24,0.08,0.08
2019-12-25,0.08,0.08
2019-12-26,0.08,0.08
2019-12-27,0.08,0.08
2019-12-28,0.08,0.08
2019-12-29,0.08,0.08
2019-12-30,0.08,0.08
2019-12-31,0.08,0.08
2020-01-01,0.07,0.07966666666666668
2020-01-02,0.07,0.07933333333333333
2020-01-03,0.07,0.07899999999999999
2020-01-04,0.07,0.07866666666666668
2020-01-05,0.07,0.07833333333333334
2020-01-06,0.07,0.07800000000000001
2020-01-07,0.07,0.07766666666666668
2020-01-08,0.07,0.07733333333333332
2020-01-09,0.07,0.077
2020-01-10,0.07,0.07666666666666667
2020-01-11,0.07,0.07633333333333334
2020-01-12,0.07,0.07600000000000001
2020-01-13,0.07,0.07566666666666667
2020-01-14,0.07,0.07533333333333334
2020-01-15,0.07,0.075
2020-01-16,0.07,0.07466666666666666
2020-01-17,0.07,0.07433333333333335
2020-01-18,0.07,0.07400000000000001
2020-01-19,0.07,0.07366666666666667
2020-01-20,0.07,0.07333333333333333
2020-01-21,0.07,0.073
2020-01-22,0.07,0.07266666666666667
2020-01-23,0.07,0.07233333333333335
2020-01-24,0.07,0.07200000000000001
2020-01-25,0.07,0.07166666666666668
2020-01-26,0.07,0.07133333333333333
2020-01-27,0.07,0.071
2020-01-28,0.07,0.07066666666666667
2020-01-29,0.07,0.07033333333333334
2020-01-30,0.07,0.07
2020-01-31,0.07,0.07
2020-02-01,0.07,0.07
2020-02-02,0.07,0.07
2020-02-03,0.07,0.07
2020-02-04,0.07,0.07
2020-02-05,0.07,0.07
2020-02-06,0.07,0.07
2020-02-07,0.07,0.07
2020-02-08,0.07,0.07
2020-02-09,0.07,0.07
2020-02-10,0.07,0.07
2020-02-11,0.07,0.07
2020-02-12,0.07,0.07
2020-02-13,0.07,0.07
2020-02-14,0.07,0.07
2020-02-15,0.07,0.07
2020-02-16,0.07,0.07
2020-02-17,0.07,0.07
2020-02-18,0.07,0.07
2020-02-19,0.07,0.07
2020-02-20,0.07,0.07
2020-02-21,0.07,0.07
2020-02-22,0.07,0.07
2020-02-23,0.07,0.07
2020-02-24,0.07,0.07
2020-02-25,0.07,0.07
2020-02-26,0.07,0.07
2020-02-27,0.07,0.07
2020-02-28,0.07,0.07
2020-02-29,0.07,0.07
2020-03-01,0.07,0.07
2020-03-02,0.07,0.07
2020-03-03,0.07,0.07
2020-03-04,0.07,0.07
2020-03-05,0.07,0.07
2020-03-06,0.07,0.07
2020-03-07,0.07,0.07
2020-03-08,0.07,0.07
2020-03-09,0.07,0.07
2020-03-10,0.07,0.07
2020-03-11,0.07,0.07
2020-03-12,0.07,0.07
2020-03-13,0.07,0.07
2020-03-14,0.07,0.07
2020-03-15,0.07,0.07
2020-03-16,0.07,0.07
2020-03-17,0.07,0.07
2020-03-18,0.07,0.07
2020-03-19,0.07,0.07
2020-03-20,0.07,0.07
2020-03-21,0.07,0.07
2020-03-22,0.07,0.07
2020-03-23,0.07,0.07
2020-03-24,0.07,0.07
2020-03-25,0.07,0.07
2020-03-26,0.07,0.07
2020-03-27,0.07,0.07
2020-03-28,0.07,0.07
2020-03-29,0.07,0.07
2020-03-30,0.07,0.07
2020-03-31,0.07,0.07
2020-04-01,0.07,0.07
2020-04-02,0.07,0.07
2020-04-03,0.07,0.07
2020-04-04,0.07,0.07
2020-04-05,0.07,0.07
2020-04-06,0.07,0.07
2020-04-07,0.07,0.07
2020-04-08,0.07,0.07
2020-04-09,0.07,0.07
2020-04-10,0.07,0.07
2020-04-11,0.07,0.07
2020-04-12,0.07,0.07
2020-04-13,0.07,0.07
2020-04-14,0.07,0.07
2020-04-15,0.07,0.07
2020-04-16,0.07,0.07
2020-04-17,0.07,0.07
2020-04-18,0.07,0.07
2020-04-19,0.07,0.07
2020-04-20,0.07,0.07
2020-04-21,0.07,0.07
2020-04-22,0.07,0.07
2020-04-23,0.07,0.07
2020-04-24,0.07,0.07
2020-04-25,0.07,0.07
2020-04-26,0.07,0.07
2020-04-27,0.07,0.07
2020-04-28,0.07,0.07
2020-04-29,0.07,0.07
2020-04-30,0.07,0.07
2020-05-01,0.07,0.07
2020-05-02,0.07,0.07
2020-05-03,0.07,0.07
2020-05-04,0.07,0.07
2020-05-05,0.07,0.07
2020-05-06,0.07,0.07
2020-05-07,0.07,0.07
2020-05-08,0.07,0.07
2020-05-09,0.07,0.07
2020-05-10,0.07,0.07
2020-05-11,0.07,0.07
2020-05-12,0.07,0.07
2020-05-13,0.07,0.07
2020-05-14,0.07,0.07
2020-05-15,0.07,0.07
2020-05-16,0.07,0.07
2020-05-17,0.07,0.07
2020-05-18,0.07,0.07
2020-05-19,0.07,0.07
2020-05-20,0.07,0.07
2020-05-21,0.07,0.07
2020-05-22,0.07,0.07
2020-05-23,0.07,0.07
2020-05-24,0.07,0.07
2020-05-25,0.07,0.07
2020-05-26,0.07,0.07
2020-05-27,0.07,0.07
2020-05-28,0.07,0.07
2020-05-29,0.07,0.07
2020-05-30,0.07,0.07
2020-05-31,0.07,0.07
2020-06-01,0.07,0.07
2020-06-02,0.07,0.07
2020-06-03,0.07,0.07
2020-06-04,0.07,0.07
2020-06-05,0.07,0.07
2020-06-06,0.07,0.07
2020-06-07,0.07,0.07
2020-06-08,0.07,0.07
2020-06-09,0.07,0.07
2020-06-10,0.07,0.07
2020-06-11,0.07,0.07
2020-06-12,0.07,0.07
2020-06-13,0.07,0.07
2020-06-14,0.07,0.07
2020-06-15,0.07,0.07
2020-06-16,0.07,0.07
2020-06-17,0.07,0.07
2020-06-18,0.07,0.07
2020-06-19,0.07,0.07
2020-06-20,0.07,0.07
2020-06-21,0.07,0.07
2020-06-22,0.07,0.07
2020-06-23,0.07,0.07
2020-06-24,0.07,0.07
2020-06-25,0.07,0.07
2020-06-26,0.07,0.07
2020-06-27,0.07,0.07
2020-06-28,0.07,0.07
2020-06-29,0.07,0.07
2020-06-30,0.1,0.07100000000000001
2020-07-01,0.1,0.07200000000000001
2020-07-02,0.1,0.07300000000000001
2020-07-03,0.1,0.07400000000000001
2020-07-04,0.1,0.075
2020-07-05,0.1,0.07600000000000001
2020-07-06,0.1,0.077
2020-07-07,0.1,0.07800000000000001
2020-07-08,0.1,0.079
2020-07-09,0.1,0.08
2020-07-10,0.1,0.081
2020-07-11,0.1,0.08200000000000002
2020-07-12,0.1,0.083
2020-07-13,0.1,0.08400000000000002
2020-07-14,0.1,0.08499999999999999
2020-07-15,0.1,0.08600000000000001
2020-07-16,0.1,0.08700000000000001
2020-07-17,0.1,0.08800000000000001
2020-07-18,0.1,0.08900000000000001
2020-07-19,0.1,0.09000000000000001
2020-07-20,0.1,0.091
2020-07-21,0.1,0.09200000000000001
2020-07-22,0.1,0.093
2020-07-23,0.1,0.09400000000000001
2020-07-24,0.1,0.09500000000000001
2020-07-25,0.1,0.096
2020-07-26,0.1,0.097
2020-07-27,0.1,0.09800000000000002
2020-07-28,0.1,0.099
2020-07-29,0.1,0.1
2020-07-30,0.1,0.1
2020-07-31,0.1,0.1
2020-08-01,0.1,0.1
2020-08-02,0.1,0.1
2020-08-03,0.1,0.1
2020-08-04,0.1,0.1
2020-08-05,0.1,0.1
2020-08-06,0.1,0.1
2020-08-07,0.1,0.1
2020-08-08,0.1,0.1
2020-08-09,0.1,0.1
2020-08-10,0.1,0.1
2020-08-11,0.1,0.1
2020-08-12,0.1,0.1
2020-08-13,0.1,0.1
2020-08-14,0.1,0.1
2020-08-15,0.1,0.1
2020-08-16,0.1,0.1
2020-08-17,0.1,0.1
2020-08-18,0.1,0.1
2020-08-19,0.1,0.1
2020-08-20,0.1,0.1
2020-08-21,0.1,0.1
2020-08-22,0.1,0.1
2020-08-23,0.1,0.1
2020-08-24,0.1,0.1
2020-08-25,0.1,0.1
2020-08-26,0.1,0.1
2020-08-27,0.1,0.1
2020-08-28,0.1,0.1
2020-08-29,0.1,0.1
2020-08-30,0.1,0.1
2020-08-31,0.1,0.1
2020-09-01,0.1,0.1
2020-09-02,0.1,0.1
2020-09-03,0.1,0.1
2020-09-04,0.1,0.1
2020-09-05,0.1,0.1
2020-09-06,0.1,0.1
2020-09-07,0.1,0.1
2020-09-08,0.1,0.1
2020-09-09,0.1,0.1
2020-09-10,0.1,0.1
2020-09-11,0.1,0.1
2020-09-12,0.1,0.1
2020-09-13,0.1,0.1
2020-09-14,0.1,0.1
2020-09-15,0.1,0.1
2020-09-16,0.1,0.1
2020-09-17,0.1,0.1
2020-09-18,0.1,0.1
2020-09-19,0.1,0.1
2020-09-20,0.1,0.1
2020-09-21,0.1,0.1
2020-09-22,0.1,0.1
2020-09-23,0.1,0.1
2020-09-24,0.1,0.1
2020-09-25,0.1,0.1
2020-09-26,0.1,0.1
2020-09-27,0.1,0.1
2020-09-28,0.1,0.1
2020-09-29,0.1,0.1
2020-09-30,0.12,0.10066666666666668
2020-10-01,0.12,0.10133333333333333
2020-10-02,0.12,0.10200000000000001
2020-10-03,0.12,0.10266666666666667
2020-10-04,0.12,0.10333333333333333
2020-10-05,0.12,0.10400000000000001
2020-10-06,0.12,0.10466666666666667
2020-10-07,0.12,0.10533333333333333
2020-10-08,0.12,0.10600000000000001
2020-10-09,0.12,0.10666666666666666
2020-10-10,0.12,0.10733333333333332
2020-10-11,0.12,0.10800000000000001
2020-10-12,0.12,0.10866666666666668
2020-10-13,0.12,0.10933333333333332
2020-10-14,0.12,0.11
2020-10-15,0.12,0.11066666666666666
2020-10-16,0.12,0.11133333333333334
2020-10-17,0.12,0.112
2020-10-18,0.12,0.11266666666666666
2020-10-19,0.12,0.11333333333333333
2020-10-20,0.12,0.114
2020-10-21,0.12,0.11466666666666667
2020-10-22,0.12,0.11533333333333333
2020-10-23,0.12,0.116
2020-10-24,0.12,0.11666666666666667
2020-10-25,0.12,0.11733333333333332
2020-10-26,0.12,0.11800000000000001
2020-10-27,0.12,0.11866666666666667
2020-10-28,0.12,0.11933333333333333
2020-10-29,0.12,0.12
2020-10-30,0.12,0.12
2020-10-31,0.12,0.12
2020-11-01,0.12,0.12
2020-11-02,0.12,0.12
2020-11-03,0.12,0.12
2020-11-04,0.12,0.12
2020-11-05,0.12,0.12
2020-11-06,0.12,0.12
2020-11-07,0.12,0.12
2020-11-08,0.12,0.12
2020-11-09,0.12,0.12
2020-11-10,0.12,0.12
2020-11-11,0.12,0.12
2020-11-12,0.12,0.12
2020-11-13,0.12,0.12
2020-11-14,0.12,0.12
2020-11-15,0.12,0.12
2020-11-16,0.12,0.12
2020-11-17,0.12,0.12
2020-11-18,0.12,0.12
2020-11-19,0.12,0.12
2020-11-20,0.12,0.12
2020-11-21,0.12,0.12
2020-11-22,0.12,0.12
2020-11-23,0.12,0.12
2020-11-24,0.12,0.12
2020-11-25,0.12,0.12
2020-11-26,0.12,0.12
2020-11-27,0.12,0.12
2020-11-28,0.12,0.12
2020-11-29,0.12,0.12
2020-11-30,0.12,0.12
2020-12-01,0.12,0.12
2020-12-02,0.12,0.12
2020-12-03,0.12,0.12
2020-12-04,0.12,0.12
2020-12-05,0.12,0.12
2020-12-06,0.12,0.12
2020-12-07,0.12,0.12
2020-12-08,0.12,0.12
2020-12-09,0.12,0.12
2020-12-10,0.12,0.12
2020-12-11,0.12,0.12
2020-12-12,0.12,0.12
2020-12-13,0.12,0.12
2020-12-14,0.12,0.12
2020-12-15,0.12,0.12
2020-12-16,0.12,0.12
2020-12-17,0.12,0.12
2020-12-18,0.12,0.12
2020-12-19,0.12,0.12
2020-12-20,0.12,0.12
2020-12-21,0.12,0.12
2020-12-22,0.12,0.12
2020-12-23,0.12,0.12
2020-12-24,0.12,0.12
2020-12-25,0.12,0.12
2020-12-26,0.12,0.12
2020-12-27,0.12,0.12
2020-12-28,0.12,0.12
2020-12-29,0.12,0.12
2020-12-30,0.12,0.12
2020-12-31,0.12,0.12
2021-01-01,0.12,0.12
2021-01-02,0.12,0.12
2021-01-03,0.12,0.12
2021-01-04,0.12,0.12
2021-01-05,0.12,0.12
2021-01-06,0.12,0.12
2021-01-07,0.12,0.12
2021-01-08,0.12,0.12
2021-01-09,0.12,0.12
2021-01-10,0.12,0.12
2021-01-11,0.12,0.12
2021-01-12,0.12,0.12
2021-01-13,0.12,0.12
2021-01-14,0.12,0.12
2021-01-15,0.12,0.12
2021-01-16,0.12,0.12
2021-01-17,0.12,0.12
2021-01-18,0.12,0.12
2021-01-19,0.12,0.12
2021-01-20,0.12,0.12
2021-01-21,0.12,0.12
2021-01-22,0.12,0.12
2021-01-23,0.12,0.12
2021-01-24,0.12,0.12
2021-01-25,0.12,0.12
2021-01-26,0.12,0.12
2021-01-27,0.12,0.12
2021-01-28,0.12,0.12
2021-01-29,0.12,0.12
2021-01-30,0.12,0.12
2021-01-31,0.12,0.12
2021-02-01,0.12,0.12
2021-02-02,0.12,0.12
2021-02-03,0.12,0.12
2021-02-04,0.12,0.12
2021-02-05,0.12,0.12
2021-02-06,0.12,0.12
2021-02-07,0.12,0.12
2021-02-08,0.12,0.12
2021-02-09,0.12,0.12
2021-02-10,0.12,0.12
2021-02-11,0.12,0.12
2021-02-12,0.12,0.12
2021-02-13,0.12,0.12
2021-02-14,0.12,0.12
2021-02-15,0.12,0.12
2021-02-16,0.12,0.12
2021-02-17,0.12,0.12
2021-02-18,0.12,0.12
2021-02-19,0.12,0.12
2021-02-20,0.12,0.12
2021-02-21,0.12,0.12
2021-02-22,0.12,0.12
2021-02-23,0.12,0.12
2021-02-24,0.12,0.12
2021-02-25,0.12,0.12
2021-02-26,0.12,0.12
2021-02-27,0.12,0.12
2021-02-28,0.12,0.12
2021-03-01,0.12,0.12
2021-03-02,0.12,0.12
2021-03-03,0.12,0.12
2021-03-04,0.12,0.12
2021-03-05,0.12,0.12
2021-03-06,0.12,0.12
2021-03-07,0.12,0.12
2021-03-08,0.12,0.12
2021-03-09,0.12,0.12
2021-03-10,0.12,0.12
2021-03-11,0.12,0.12
2021-03-12,0.12,0.12
2021-03-13,0.12,0.12
2021-03-14,0.12,0.12
2021-03-15,0.12,0.12
2021-03-16,0.12,0.12
2021-03-17,0.12,0.12
2021-03-18,0.12,0.12
2021-03-19,0.12,0.12
2021-03-20,0.12,0.12
2021-03-21,0.12,0.12
2021-03-22,0.12,0.12
2021-03-23,0.12,0.12
2021-03-24,0.12,0.12
2021-03-25,0.12,0.12
2021-03-26,0.12,0.12
2021-03-27,0.12,0.12
2021-03-28,0.12,0.12
2021-03-29,0.12,0.12
2021-03-30,0.12,0.12
2021-03-31,0.13,0.12033333333333333
2021-04-01,0.13,0.12066666666666667
2021-04-02,0.13,0.121
2021-04-03,0.13,0.12133333333333332
2021-04-04,0.13,0.12166666666666666
2021-04-05,0.13,0.12200000000000001
2021-04-06,0.13,0.12233333333333334
2021-04-07,0.13,0.12266666666666666
2021-04-08,0.13,0.123
2021-04-09,0.13,0.12333333333333334
2021-04-10,0.13,0.12366666666666666
2021-04-11,0.13,0.12399999999999999
2021-04-12,0.13,0.12433333333333334
2021-04-13,0.13,0.12466666666666668
2021-04-14,0.13,0.125
2021-04-15,0.13,0.12533333333333332
2021-04-16,0.13,0.12566666666666668
2021-04-17,0.13,0.126
2021-04-18,0.13,0.12633333333333333
2021-04-19,0.13,0.12666666666666665
2021-04-20,0.13,0.127
2021-04-21,0.13,0.12733333333333335
2021-04-22,0.13,0.12766666666666668
2021-04-23,0.13,0.128
2021-04-24,0.13,0.12833333333333333
2021-04-25,0.13,0.12866666666666668
2021-04-26,0.13,0.129
2021-04-27,0.13,0.12933333333333333
2021-04-28,0.13,0.12966666666666668
2021-04-29,0.13,0.13
2021-04-30,0.13,0.13
2021-05-01,0.13,0.13
2021-05-02,0.13,0.13
2021-05-03,0.13,0.13
2021-05-04,0.13,0.13
2021-05-05,0.13,0.13
2021-05-06,0.13,0.13
2021-05-07,0.13,0.13
2021-05-08,0.13,0.13
2021-05-09,0.13,0.13
2021-05-10,0.13,0.13
2021-05-11,0.13,0.13
2021-05-12,0.13,0.13
2021-05-13,0.13,0.13
2021-05-14,0.13,0.13
2021-05-15,0.13,0.13
2021-05-16,0.13,0.13
2021-05-17,0.13,0.13
2021-05-18,0.13,0.13
2021-05-19,0.13,0.13
2021-05-20,0.13,0.13
2021-05-21,0.13,0.13
2021-05-22,0.13,0.13
2021-05-23,0.13,0.13
2021-05-24,0.13,0.13
2021-05-25,0.13,0.13
2021-05-26,0.13,0.13
2021-05-27,0.13,0.13
2021-05-28,0.13,0.13
2021-05-29,0.13,0.13
2021-05-30,0.13,0.13
2021-05-31,0.13,0.13
2021-06-01,0.13,0.13
2021-06-02,0.13,0.13
2021-06-03,0.13,0.13
2021-06-04,0.13,0.13
2021-06-05,0.13,0.13
2021-06-06,0.13,0.13
2021-06-07,0.13,0.13
2021-06-08,0.13,0.13
2021-06-09,0.13,0.13
